"card-compact__title","card-compact__description","card-compact-review href","wowscore-pill","card-compact-review__text","media-slider__pages","media-slider__image src","media-slider__image src 2","media-slider__image src 3","badge","tile-button href","tile-button__title","div","tile-button href 2","tile-button__title 2","div 2","google-ad","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-24bf4bcd090ca44c9342513e7b41bf5a"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-24bf4bcd090ca44c9342513e7b41bf5a"", true);
  });",".google-ad#div-gpt-24bf4bcd090ca44c9342513e7b41bf5a {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-24bf4bcd090ca44c9342513e7b41bf5a {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-24bf4bcd090ca44c9342513e7b41bf5a {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-24bf4bcd090ca44c9342513e7b41bf5a {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-24bf4bcd090ca44c9342513e7b41bf5a {
      min-height: 270px;
    }
  }"
"BMW iX2","Coupé-Heck trifft Elektro-SUV","https://www.carwow.de/bmw/ix2","8/10","BMW iX2 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=ix2-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=ix2-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=ix2-2023&filter%5Bsize%5D=medium","Mittl. Ersparnis 13.658 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=ix2-2023","Neue BMW iX2 Angebote","Ab 37.958 €","https://www.carwow.de/bmw/ix2/leasing","BMW iX2 Leasing-Angebote","Leasen ab 467 € / Monat","","","",""
"Audi A5 Limousine","","https://www.carwow.de/audi/a5-limousine","8/10","Audi A5 Limousine Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=a5-limousine-2025&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=a5-limousine-2025&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=a5-limousine-2025&filter%5Bsize%5D=medium","Mittl. Ersparnis 10.822 €","https://angebote.carwow.de/buying/car-configurator/trim?make=audi&model=a5-limousine-2025","Neue Audi A5 Limousine Angebote","Ab 38.349 €","https://www.carwow.de/audi/a5-limousine/leasing","Audi A5 Limousine Leasing-Angebote","Leasen ab 467 € / Monat","","","",""
"Volkswagen Grand California","Komfortabler Camper auf Crafter-Basis","https://www.carwow.de/volkswagen/grand-california","8/10","Volkswagen Grand California Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=grand-california-2021&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=grand-california-2021&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=grand-california-2021&filter%5Bsize%5D=medium","Mittl. Ersparnis 19.667 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=grand-california-2021","Neue Volkswagen Grand California Angebote","Ab 65.174 €","https://www.carwow.de/volkswagen/grand-california/leasing","Volkswagen Grand California Leasing-Angebote","Leasen ab 479 € / Monat","","","",""
"Opel Mokka Electric","Ausgefeilter Elektro-SUV mit gutem Preisniveau","https://www.carwow.de/opel/mokka-e","7/10","Opel Mokka Electric  Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=mokka-e-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=mokka-e-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=mokka-e-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 5.679 €","https://angebote.carwow.de/buying/car-configurator/trim?make=opel&model=mokka-e-2020","Neue Opel Mokka Electric  Angebote","Ab 32.424 €","https://www.carwow.de/opel/mokka-e/leasing","Opel Mokka Electric  Leasing-Angebote","Leasen ab 480 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-d5d105007c554bc8a1c2c162e6a21692"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-d5d105007c554bc8a1c2c162e6a21692"", true);
  });",".google-ad#div-gpt-d5d105007c554bc8a1c2c162e6a21692 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-d5d105007c554bc8a1c2c162e6a21692 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-d5d105007c554bc8a1c2c162e6a21692 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-d5d105007c554bc8a1c2c162e6a21692 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-d5d105007c554bc8a1c2c162e6a21692 {
      min-height: 270px;
    }
  }"
"BMW X2","Sportliches SUV-Coupé mit hohem Lifestyle-Faktor","https://www.carwow.de/bmw/x2","7/10","BMW X2 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x2&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x2&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x2&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.325 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=x2","Neue BMW X2 Angebote","Ab 40.269 €","https://www.carwow.de/bmw/x2/leasing","BMW X2 Leasing-Angebote","Leasen ab 481 € / Monat","","","",""
"Alfa Romeo Tonale","","https://www.carwow.de/alfa-romeo/tonale","8/10","Alfa Romeo Tonale Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=alfa-romeo&filter%5Bmodel_review_slug%5D=tonale-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=alfa-romeo&filter%5Bmodel_review_slug%5D=tonale-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=alfa-romeo&filter%5Bmodel_review_slug%5D=tonale-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 5.525 €","https://angebote.carwow.de/buying/car-configurator/trim?make=alfa-romeo&model=tonale-2022","Neue Alfa Romeo Tonale Angebote","Ab 37.457 €","https://www.carwow.de/alfa-romeo/tonale/leasing","Alfa Romeo Tonale Leasing-Angebote","Leasen ab 484 € / Monat","","","",""
"Citroen e-Berlingo","Praktikabler Elektro-Van","https://www.carwow.de/citroen/e-berlingo","7/10","Citroen e-Berlingo Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=citroen&filter%5Bmodel_review_slug%5D=e-berlingo-2021&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=citroen&filter%5Bmodel_review_slug%5D=e-berlingo-2021&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=citroen&filter%5Bmodel_review_slug%5D=e-berlingo-2021&filter%5Bsize%5D=medium","Mittl. Ersparnis 3.203 €","https://angebote.carwow.de/buying/car-configurator/trim?make=citroen&model=e-berlingo-2021","Neue Citroen e-Berlingo Angebote","Ab 37.572 €","https://www.carwow.de/citroen/e-berlingo/leasing","Citroen e-Berlingo Leasing-Angebote","Leasen ab 485 € / Monat","","","",""
"XPENG P7","","https://www.carwow.de/xpeng/xpeng-p7","8/10","XPENG P7 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=xpeng&filter%5Bmodel_review_slug%5D=xpeng-p7-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=xpeng&filter%5Bmodel_review_slug%5D=xpeng-p7-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=xpeng&filter%5Bmodel_review_slug%5D=xpeng-p7-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.890 €","https://angebote.carwow.de/buying/car-configurator/trim?make=xpeng&model=xpeng-p7-2024","Neue XPENG P7 Angebote","Ab 43.150 €","https://www.carwow.de/xpeng/xpeng-p7/leasing","XPENG P7 Leasing-Angebote","Leasen ab 497 € / Monat","","","",""
"Peugeot e-3008","","https://www.carwow.de/peugeot/e-3008","7/10","Peugeot e-3008 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-3008-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-3008-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-3008-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 4.758 €","https://angebote.carwow.de/buying/car-configurator/trim?make=peugeot&model=e-3008-2024","Neue Peugeot e-3008 Angebote","Ab 45.372 €","https://www.carwow.de/peugeot/e-3008/leasing","Peugeot e-3008 Leasing-Angebote","Leasen ab 445 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-565630caad6de2211286878adee43b07"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-565630caad6de2211286878adee43b07"", true);
  });",".google-ad#div-gpt-565630caad6de2211286878adee43b07 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-565630caad6de2211286878adee43b07 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-565630caad6de2211286878adee43b07 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-565630caad6de2211286878adee43b07 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-565630caad6de2211286878adee43b07 {
      min-height: 270px;
    }
  }"
"Opel Astra Electric","Golf-Konkurrent wird elektrisch","https://www.carwow.de/opel/astra-electric","9/10","Opel Astra Electric Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=astra-electric-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=astra-electric-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=astra-electric-2023&filter%5Bsize%5D=medium","Mittl. Ersparnis 5.138 €","https://angebote.carwow.de/buying/car-configurator/trim?make=opel&model=astra-electric-2023","Neue Opel Astra Electric Angebote","Ab 34.042 €","https://www.carwow.de/opel/astra-electric/leasing","Opel Astra Electric Leasing-Angebote","Leasen ab 507 € / Monat","","","",""
"Ford Tourneo Custom","","","","","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=tourneo-custom-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=tourneo-custom-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=tourneo-custom-2023&filter%5Bsize%5D=medium","Mittl. Ersparnis 15.018 €","https://angebote.carwow.de/buying/car-configurator/trim?make=ford&model=tourneo-custom-2023","Neue Ford Tourneo Custom Angebote","Ab 43.185 €","https://www.carwow.de/ford/tourneo-custom/leasing","Ford Tourneo Custom Leasing-Angebote","Leasen ab 509 € / Monat","","","",""
"Hyundai Santa Fe","Familien-SUV ohne Abenteuer-Attitüde","https://www.carwow.de/hyundai/santa-fe","8/10","Hyundai Santa Fe Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=santa-fe&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=santa-fe&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=santa-fe&filter%5Bsize%5D=medium","Mittl. Ersparnis 11.856 €","https://angebote.carwow.de/buying/car-configurator/trim?make=hyundai&model=santa-fe","Neue Hyundai Santa Fe Angebote","Ab 49.764 €","https://www.carwow.de/hyundai/santa-fe/leasing","Hyundai Santa Fe Leasing-Angebote","Leasen ab 511 € / Monat","","","",""
"Peugeot e-308 SW","","https://www.carwow.de/peugeot/e308-sw","8/10","Peugeot e-308 SW Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-308-sw-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-308-sw-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-308-sw-2023&filter%5Bsize%5D=medium","Mittl. Ersparnis 5.040 €","https://angebote.carwow.de/buying/car-configurator/trim?make=peugeot&model=e-308-sw-2023","Neue Peugeot e-308 SW Angebote","Ab 39.660 €","https://www.carwow.de/peugeot/e308-sw/leasing","Peugeot e-308 SW Leasing-Angebote","Leasen ab 519 € / Monat","","","",""
"Peugeot e-308","","https://www.carwow.de/peugeot/e308","8/10","Peugeot e-308 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-308-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-308-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-308-2023&filter%5Bsize%5D=medium","Mittl. Ersparnis 4.946 €","https://angebote.carwow.de/buying/car-configurator/trim?make=peugeot&model=e-308-2023","Neue Peugeot e-308 Angebote","Ab 38.720 €","https://www.carwow.de/peugeot/e308/leasing","Peugeot e-308 Leasing-Angebote","Leasen ab 529 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-21c3d56fc240dbc118106fd2882c4610"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-21c3d56fc240dbc118106fd2882c4610"", true);
  });",".google-ad#div-gpt-21c3d56fc240dbc118106fd2882c4610 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-21c3d56fc240dbc118106fd2882c4610 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-21c3d56fc240dbc118106fd2882c4610 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-21c3d56fc240dbc118106fd2882c4610 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-21c3d56fc240dbc118106fd2882c4610 {
      min-height: 270px;
    }
  }"
"BMW X3","Agiler SUV mit Allroundtalent","https://www.carwow.de/bmw/x3","8/10","BMW X3 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x3&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x3&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x3&filter%5Bsize%5D=medium","Mittl. Ersparnis 11.367 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=x3","Neue BMW X3 Angebote","Ab 49.584 €","https://www.carwow.de/bmw/x3/leasing","BMW X3 Leasing-Angebote","Leasen ab 530 € / Monat","","","",""
"Citroen e-SpaceTourer","Moderner Kleinbus mit Elektroantrieb","https://www.carwow.de/citroen/e-spacetourer","7/10","Citroen e-SpaceTourer Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=citroen&filter%5Bmodel_review_slug%5D=e-space-tourer-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=citroen&filter%5Bmodel_review_slug%5D=e-space-tourer-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=citroen&filter%5Bmodel_review_slug%5D=e-space-tourer-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 5.886 €","https://angebote.carwow.de/buying/car-configurator/trim?make=citroen&model=e-space-tourer-2020","Neue Citroen e-SpaceTourer Angebote","Ab 42.294 €","https://www.carwow.de/citroen/e-spacetourer/leasing","Citroen e-SpaceTourer Leasing-Angebote","Leasen ab 531 € / Monat","","","",""
"Volkswagen Golf R","Der Stärkste seiner Art","https://www.carwow.de/volkswagen/golf-r","9/10","Volkswagen Golf R Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-r-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-r-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-r-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 10.308 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=golf-r-2020","Neue Volkswagen Golf R Angebote","Ab 46.145 €","https://www.carwow.de/volkswagen/golf-r/leasing","Volkswagen Golf R Leasing-Angebote","Leasen ab 535 € / Monat","","","",""
"Volkswagen Golf GTE","Der beliebte Kompaktwagen in sportlich und elektrifiziert","https://www.carwow.de/volkswagen/golf-gte","9/10","Volkswagen Golf GTE Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-gte-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-gte-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-gte-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.100 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=golf-gte-2020","Neue Volkswagen Golf GTE Angebote","Ab 39.890 €","https://www.carwow.de/volkswagen/golf-gte/leasing","Volkswagen Golf GTE Leasing-Angebote","Leasen ab 541 € / Monat","","","",""
"Ford Mustang Mach-E","Elektro-SUV auf Basis des berühmten Muscle Cars","https://www.carwow.de/ford/mustang-mach-e","8/10","Ford Mustang Mach-E Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=mustang-mach-e-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=mustang-mach-e-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=mustang-mach-e-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.892 €","https://angebote.carwow.de/buying/car-configurator/trim?make=ford&model=mustang-mach-e-2020","Neue Ford Mustang Mach-E Angebote","Ab 48.980 €","https://www.carwow.de/ford/mustang-mach-e/leasing","Ford Mustang Mach-E Leasing-Angebote","Leasen ab 529 € / Monat","","","",""
